fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.8,0.59,0.0,2.9,0.065,9.0,23.0,0.99326,3.31,0.56,11.3,6
7.5,0.63,0.28,2.1,0.077,11.0,47.0,0.99636,3.23,0.5,10.3,4
8.5,0.655,0.11,2.3,0.095,20.0,53.0,0.9967,3.14,0.54,9.2,5
8.7,0.35,0.44,1.5,0.11,5.0,10.0,0.9966,3.22,0.65,9.8,7
11.1,0.41,0.5,2.5,0.085,6.0,14.0,0.9988,3.04,0.76,10,6
8.8,0.61,0.24,1.9,0.087,21.0,102.0,0.9968,3.16,0.51,9.9,5
7.2,0.655,0.18,2.1,0.078,17.0,36.0,0.9973,3.39,0.55,9.5,6
8.0,0.38,0.3,3.0,0.064,7.0,13.0,0.99574,3.33,0.47,11.4,5
8.2,0.4,0.43,2.0,0.08199999999999999,3.0,10.0,0.9981,3.24,0.7,9.4,5
8.3,0.815,0.12,2.8,0.091,22.0,64.0,0.9963,3.34,0.71,10.1,5
11.6,0.35,0.45,1.5,0.085,6.0,10.0,0.99725,3.31,0.85,10.5,6
10.7,0.64,0.34,3.4,0.075,26.0,86.0,0.9999,3.03,0.63,9.5,5
10.9,0.875,0.14,2.6,0.196,29.0,67.0,100.015,3.08,0.61,9.8,5
5.9,0.46,0.0,1.6,0.06,26.0,54.0,0.99495,3.58,0.74,12.9,4
7.1,0.59,0.1,1.6,0.08199999999999999,14.0,14.0,0.99456,3.49,0.59,9.8,5
11.4,0.24,0.58,1.6,0.075,9.0,38.0,0.9974,3.11,1.28,9.8,6
10.3,0.51,0.42,2.4,0.073,13.0,36.0,0.9978799999999999,3.22,0.65,10,7
8.9,0.635,0.3,1.9,0.08800000000000001,5.0,32.0,0.99798,3.3,0.49,9.5,6
8.6,0.57,0.32,2.8,0.09699999999999999,9.0,28.0,0.9974,3.27,0.56,9.2,5
6.8,0.8,0.05,1.8,0.065,5.0,17.0,0.9955,3.38,0.56,10,4
9.3,0.4,0.39,2.5,0.08900000000000001,26.0,76.0,0.9986,3.36,0.62,10.7,6
7.2,0.42,0.36,2.0,0.081,33.0,141.0,0.9958,3.23,0.54,9.4,5
7.7,0.365,0.39,1.5,0.055,24.0,57.0,0.9959,3.34,0.84,9.2,7
7.2,0.24,0.48,5.8,0.06,28.0,58.0,0.997,3.42,0.79,10.9,5
8.0,0.77,0.22,2.0,0.06,35.0,77.0,0.9968,3.21,0.87,9.9,6
6.4,0.57,0.13,2.3,0.08,15.0,34.0,0.99523,3.53,0.59,10.8,5
6.4,0.31,0.02,1.6,0.057999999999999996,4.0,6.0,0.9920200000000001,3.54,0.58,11.1,4
7.2,0.5,0.22,2.0,0.083,15.0,124.0,0.9968,3.47,0.59,9.4,5
7.8,0.34,0.44,2.3,0.064,5.0,17.0,0.9957600000000001,3.39,0.57,11.6,7
8.2,0.34,0.49,1.6,0.055,5.0,11.0,0.99577,3.18,0.62,10.3,6
5.7,1.13,0.29,1.4,0.172,7.0,22.0,0.9940000000000001,3.56,0.49,10.9,5
7.3,0.64,0.16,1.4,0.07400000000000001,15.0,88.0,0.99613,3.39,0.5,9.8,5
8.4,0.44,0.43,2.6,0.076,22.0,60.0,0.9978,3.35,0.52,10.1,5
10.7,0.29,0.64,3.5,0.067,7.0,21.0,0.9988,3.16,0.68,12.6,6
7.9,0.42,0.23,1.7,0.076,13.0,40.0,0.9958,3.13,0.59,9.5,5
6.7,0.26,0.49,1.5,0.086,26.0,59.0,0.9949,3.38,0.72,11.4,6
7.3,0.65,0.1,1.9,0.09300000000000001,12.0,40.0,0.9968600000000001,3.31,0.59,9.5,6
5.8,0.5,0.05,1.7,0.055,3.0,27.0,0.9924,3.31,0.96,12.9,7
5.1,1.0,0.04,2.3,0.12300000000000001,26.0,37.0,0.9942,3.5,0.48,11.1,5
7.4,0.715,0.19,6.9,0.17,24.0,41.0,0.9981,3.14,0.72,9.3,5
7.0,0.66,0.06,2.2,0.073,11.0,29.0,0.9959,3.42,0.53,10.8,6
10.7,0.96,0.63,2.4,0.128,10.0,31.0,0.9991,3.2,0.77,9.3,5
8.8,0.33,0.64,1.7,0.073,18.0,42.0,0.9955200000000001,3.54,0.61,10.6,5
8.1,0.56,0.47,2.4,0.094,24.0,65.0,0.9975,3.38,0.74,9.6,5
7.3,0.775,0.03,1.8,0.094,24.0,84.0,0.9968,3.49,0.55,9.1,6
9.1,0.67,0.18,2.5,0.08199999999999999,12.0,58.0,0.9989,3.37,0.45,10.1,5
7.5,0.555,0.19,6.0,0.087,11.0,22.0,0.9981,3.38,0.93,11,6
9.3,0.5,0.49,2.0,0.315,17.0,110.0,0.9972,3.13,1.04,9.5,5
9.1,0.39,0.42,2.0,0.067,18.0,28.0,0.99526,3.15,0.89,11.1,6
6.9,0.94,0.01,2.5,0.07400000000000001,7.0,31.0,0.9963799999999999,3.69,0.64,11.4,6
8.5,0.42,0.32,1.7,0.098,13.0,35.0,0.9951200000000001,3.19,0.58,11,6
10.5,0.62,0.72,2.2,0.086,25.0,52.0,0.9997,3.15,0.72,9.8,5
7.2,0.43,0.28,2.0,0.086,16.0,30.0,0.9936200000000001,3.34,0.66,12.4,6
9.1,0.62,0.15,4.1,0.08,8.0,19.0,0.99715,3.28,0.67,*,7
7.2,0.58,0.21,1.9,0.078,18.0,88.0,0.9968,3.52,0.54,9.5,6
8.0,0.79,0.2,3.2,0.062,7.0,14.0,0.99425,3.25,0.42,9.8,5
7.5,0.45,0.49,2.3,0.086,28.0,57.0,0.9975,3.42,0.62,10.8,5
9.8,0.83,0.0,3.4,0.076,20.0,44.0,0.9985,3.32,0.59,10.1,4
7.0,0.935,0.0,1.8,0.08,12.0,64.0,0.9966,3.45,0.44,9.6,5
7.4,0.69,0.07,1.8,0.168,5.0,10.0,0.9962,3.41,0.53,9.3,5
10.4,0.93,0.41,4.6,0.11800000000000001,14.0,21.0,0.9994,3.26,0.57,9.3,5
7.5,0.41,0.32,1.9,0.076,24.0,48.0,0.997,3.56,0.66,9.4,5
5.1,0.645,0.09,1.2,0.048,16.0,83.0,0.9925,3.56,0.88,12.9,8
5.6,0.56,0.09,2.5,0.069,7.0,15.0,0.99365,3.6,0.63,10.6,5
8.0,0.34,0.19,2.5,0.091,39.0,42.0,0.9949,3.14,0.73,11,7
8.5,0.48,0.32,2.0,0.08199999999999999,3.0,29.0,0.9957799999999999,3.28,0.7,11.9,7
9.8,0.56,0.27,2.0,0.10400000000000001,2.0,20.0,0.9986,3.23,0.93,9.6,6
7.1,0.765,0.08,2.6,0.08199999999999999,15.0,86.0,0.99735,3.33,0.61,9.5,5
11.5,0.18,0.61,4.1,0.10400000000000001,3.0,23.0,0.9986,3.28,0.97,11.8,6
7.3,0.49,0.11,2.4,0.08,7.0,15.0,0.9962,3.24,0.48,9.5,6
7.3,0.28,0.35,5.8,0.06,16.0,36.0,0.9974,3.33,0.78,11.2,7
9.3,0.4,0.43,2.6,0.09300000000000001,6.0,14.0,0.997,3.29,0.7,10,6
9.4,0.32,0.24,2.2,0.081,40.0,78.0,0.9988,3.44,0.74,9.4,5
8.5,0.6,0.2,2.0,0.061,26.0,118.0,0.9979100000000001,3.35,0.64,9.4,5
10.0,0.41,0.49,2.5,0.08900000000000001,19.0,43.0,0.9978,3.19,0.63,10.5,5
10.3,0.29,0.42,2.4,0.092,12.0,22.0,0.9999,3.11,0.65,9.3,5
7.0,0.56,0.13,2.0,0.08900000000000001,20.0,97.0,0.99755,3.25,0.54,9.2,6
6.4,0.57,0.08,2.3,0.081,22.0,31.0,0.9957600000000001,3.56,0.58,11.4,6
7.2,0.34,0.35,1.8,0.10400000000000001,42.0,67.0,0.99646,3.27,0.98,11,5
9.0,0.36,0.37,2.5,0.076,29.0,62.0,0.9971200000000001,3.18,0.55,9.5,5
7.9,0.33,0.34,1.8,0.132,5.0,14.0,0.9965,3.3,0.66,10.9,6
7.9,0.605,0.26,1.6,0.08,36.0,131.0,0.9968,3.31,0.42,9.5,5
9.1,0.38,0.32,2.6,0.052000000000000005,13.0,51.0,0.99529,3.2,0.65,11.9,6
6.9,0.5,0.59,13.4,0.207,56.0,82.0,100.34200000000001,3.16,0.75,*,5
7.2,0.69,0.0,1.9,0.075,33.0,86.0,0.9958,3.43,0.57,9.5,5
8.8,0.73,0.27,2.9,0.079,15.0,74.0,0.9976,3.36,0.52,10,5
6.9,0.735,0.0,3.4,0.106,6.0,13.0,0.9955200000000001,3.45,0.51,11.2,5
5.0,0.715,0.02,2.4,0.077,11.0,68.0,0.9971,3.56,0.61,10.7,6
6.6,0.34,0.02,2.2,0.07200000000000001,33.0,53.0,0.9951,3.34,0.76,10.4,6
9.1,0.26,0.44,1.6,0.07400000000000001,40.0,54.0,0.99626,3.45,0.74,11,7
9.1,0.46,0.34,3.2,0.08,28.0,98.0,0.9989,3.21,0.53,9.5,5
10.8,0.44,0.41,6.5,0.11199999999999999,5.0,17.0,0.9986,3.38,0.68,10.8,6
8.7,0.28,0.68,2.5,0.08199999999999999,17.0,42.0,0.99498,3.33,0.63,12.5,6
12.1,0.42,0.54,2.6,0.09300000000000001,29.0,44.0,0.9994,3.2,0.75,9.9,6
9.3,0.45,0.31,2.1,0.126,5.0,15.0,0.998,3.27,0.72,11.4,6
6.1,0.46,0.24,1.7,0.07400000000000001,12.0,34.0,0.9948600000000001,3.48,0.74,11.2,7
9.2,0.46,0.56,3.5,0.121,5.0,13.0,0.9953200000000001,3.23,0.58,12,7
8.9,0.825,0.0,2.5,0.08800000000000001,20.0,28.0,0.99659,3.34,0.71,11.1,6
9.9,0.56,0.25,3.0,0.071,21.0,79.0,0.9991,3.36,0.82,10.1,5
5.2,0.44,0.0,1.8,0.055,3.0,21.0,0.992,3.77,0.66,12.5,6
6.8,0.64,0.06,6.0,0.055,11.0,48.0,0.9943700000000001,3.42,0.54,11.6,7
8.7,0.26,0.44,2.8,0.08199999999999999,18.0,32.0,0.9979,3.34,0.64,9.2,5
8.2,0.48,0.31,2.5,0.083,16.0,42.0,0.99624,3.38,0.58,10.6,7
7.1,0.36,0.38,1.7,0.052000000000000005,9.0,10.0,0.9965,3.4,0.73,10.9,6
7.9,0.52,0.21,1.6,0.11599999999999999,13.0,35.0,0.9958799999999999,3.15,0.64,9.5,5
10.0,0.59,0.28,11.1,0.071,43.0,50.0,100.369,3.16,0.74,9.2,6
7.1,0.41,0.31,1.8,0.064,25.0,34.0,0.9950399999999999,3.27,0.56,9.4,5
8.3,0.4,0.3,2.6,0.08800000000000001,6.0,14.0,0.998,3.37,0.77,10.2,6
7.8,0.95,0.1,2.2,0.14400000000000002,5.0,24.0,0.9976,3.35,0.94,9.6,6
9.7,0.5,0.44,2.0,0.08,5.0,37.0,0.99874,3.22,0.7,10.7,6
9.7,0.55,0.45,3.4,0.083,20.0,74.0,0.9976,3.31,0.57,10.4,5
8.6,0.44,0.43,1.8,0.07200000000000001,28.0,89.0,0.99536,3.38,0.8,10.5,6
5.9,0.45,0.0,2.9,0.084,20.0,40.0,0.9938299999999999,3.51,0.59,11.1,6
8.9,0.31,0.66,2.0,0.094,12.0,20.0,0.9963,3.16,0.81,11.7,7
11.5,0.625,0.49,6.3,0.075,16.0,48.0,0.9988,3.07,0.69,13.4,6
10.4,0.24,0.42,1.8,0.071,5.0,13.0,0.997,3.2,0.72,9.8,6
13.7,0.56,0.49,2.1,0.067,18.0,47.0,0.9987,3.04,0.56,10.5,5
6.0,0.58,0.16,2.4,0.043,49.0,60.0,0.99544,3.38,0.5,10.9,5
8.3,0.28,0.34,2.5,0.06,28.0,67.0,0.99545,3.23,0.89,11.1,6
8.1,0.71,0.17,2.4,0.083,10.0,24.0,0.9968799999999999,3.24,0.68,11.6,7
10.2,0.59,0.36,15.4,0.214,55.0,95.0,100.369,3.18,0.77,9,6
13.7,0.46,0.65,2.2,0.079,6.0,13.0,10.017999999999999,2.98,0.64,9.5,6
6.8,0.69,0.01,5.1,0.07,23.0,55.0,0.9967799999999999,3.45,0.84,10.9,5
7.4,0.32,0.19,2.4,0.105,3.0,17.0,0.99635,3.37,0.58,11.4,6
12.3,0.59,0.59,2.9,0.079,5.0,24.0,10.004,3.19,0.54,9.5,5
9.1,0.66,0.0,2.7,0.064,8.0,9.0,0.9969299999999999,3.23,0.57,10.9,6
7.6,0.34,0.41,2.5,0.078,10.0,18.0,0.99556,3.5,0.56,10.4,6
7.4,0.53,0.12,2.2,0.109,12.0,72.0,0.9959,3.22,0.64,9.2,5
12.3,0.4,0.76,6.5,0.08900000000000001,29.0,54.0,0.9990000000000001,3.14,0.67,12.2,6
11.9,0.38,0.59,4.6,0.121,7.0,41.0,10.006,3.22,0.58,9.7,7
7.1,0.59,0.02,2.3,0.07400000000000001,27.0,85.0,0.9972700000000001,3.48,0.75,9.6,5
6.9,0.66,0.12,1.9,0.08800000000000001,12.0,32.0,0.9958,3.53,0.57,9.5,5
6.5,0.7,0.02,2.1,0.081,14.0,17.0,0.9944200000000001,3.56,0.7,12.8,6
7.6,0.33,0.34,1.6,0.083,12.0,51.0,0.99615,3.2,0.58,9.8,6
9.2,0.39,0.46,1.6,0.075,20.0,51.0,0.9961899999999999,3.16,0.52,9.2,5
7.1,0.69,0.02,1.6,0.086,15.0,81.0,0.9958,3.52,0.57,9.5,5
7.6,0.2,0.54,2.0,0.114,3.0,8.0,0.9951,3.38,0.8,11,7
9.8,0.3,0.58,2.6,0.063,19.0,21.0,0.99456,3.18,0.82,11.7,7
7.6,0.725,0.01,2.8,0.076,11.0,45.0,0.9966,3.44,0.56,10.8,5
7.4,0.5,0.36,1.8,0.08199999999999999,14.0,99.0,0.9964,3.32,0.86,9.5,6
10.8,0.31,0.48,2.6,0.067,12.0,37.0,0.9972,3.15,0.98,11.7,7
7.6,0.46,0.24,2.0,0.077,9.0,27.0,0.9954,3.21,0.57,12.5,7
5.2,0.22,0.25,1.8,0.042,27.0,60.0,0.9915,3.72,0.74,14,6
6.9,0.87,0.03,2.2,0.08,13.0,23.0,0.9952,3.42,0.78,11.1,6
10.2,0.35,0.41,2.6,0.05,24.0,47.0,0.99554,3.2,0.71,10.9,6
9.0,0.29,0.45,1.7,0.059000000000000004,19.0,31.0,0.99459,3.19,0.49,11.5,7
9.3,0.41,0.39,2.8,0.09,11.0,59.0,0.9972200000000001,3.37,0.71,10.5,6
7.7,0.59,0.25,1.9,0.012,30.0,144.0,0.9968600000000001,3.2,0.5,9.4,5
6.1,0.42,0.11,1.9,0.079,19.0,35.0,0.9972,3.54,0.74,9.3,5
11.6,0.41,0.53,1.4,0.081,23.0,41.0,0.9973799999999999,3.12,0.66,10.4,6
6.6,0.655,0.0,1.6,0.043,9.0,13.0,0.9940000000000001,3.56,0.59,10.8,6
8.2,0.29,0.39,2.6,0.09,25.0,85.0,0.99298,3.1,0.82,12.4,7
6.8,0.66,0.0,1.7,0.077,13.0,58.0,0.99519,3.11,0.48,9.2,5
7.7,0.64,0.01,2.0,0.054000000000000006,17.0,36.0,0.9946799999999999,3.47,0.56,11.3,6
8.2,0.27,0.35,2.1,0.078,7.0,32.0,0.99344,3.29,0.58,12.4,7
7.3,0.68,0.02,2.3,0.092,27.0,94.0,0.99976,3.36,0.5,9.7,5
7.5,0.86,0.0,1.8,0.081,7.0,45.0,0.9966200000000001,3.47,0.53,9.7,5
6.9,0.59,0.08,2.3,0.057999999999999996,32.0,53.0,0.9952,3.42,0.58,12.3,7
8.0,0.38,0.38,2.3,0.08199999999999999,31.0,67.0,0.9962,3.3,0.82,11.7,7
6.7,1.02,0.66,2.0,0.079,12.0,17.0,0.99687,3.55,0.58,11,4
7.2,0.61,0.08,1.8,0.077,12.0,27.0,0.9957,3.32,0.47,9.4,5
7.2,0.49,0.45,6.4,0.07400000000000001,34.0,100.0,0.9974,3.33,0.6,10.5,5
7.2,0.55,0.04,2.2,0.07,15.0,36.0,0.9976,3.3,0.53,9.6,4
4.7,0.62,0.18,2.8,0.086,16.0,145.0,0.9966,3.26,0.51,9.9,5
8.8,0.4,0.34,2.5,0.095,27.0,125.0,0.9974,3.35,0.61,10.5,5
12.1,0.65,0.49,1.5,0.07,9.0,22.0,0.99749,3.15,0.47,9.6,5
7.8,0.965,0.07,1.8,0.08800000000000001,12.0,38.0,0.99685,3.35,0.55,9.5,6
8.0,0.29,0.62,1.9,0.05,17.0,37.0,0.9967,3.35,0.87,9.7,6
11.1,0.18,0.65,4.0,0.105,7.0,23.0,0.9996,3.28,0.96,10,6
8.3,0.38,0.42,2.7,0.09,7.0,19.0,0.99564,3.11,0.52,11.9,6
7.5,0.39,0.2,1.7,0.078,14.0,20.0,0.9968899999999999,3.34,0.57,9.4,5
7.6,0.765,0.14,2.5,0.062,17.0,52.0,0.9962,3.16,0.64,9.2,5
7.7,0.18,0.22,2.0,0.10300000000000001,10.0,50.0,0.9958600000000001,3.28,0.68,11.3,7
7.7,0.73,0.09,2.4,0.055,6.0,16.0,0.99341,3.28,0.46,11.6,5
7.8,0.56,0.08,1.8,0.11,14.0,65.0,0.9994,3.16,0.6,9.4,6
10.4,0.28,0.49,3.2,0.06,4.0,16.0,0.9976,3.16,0.66,12.6,7
5.6,0.58,0.01,1.7,0.044000000000000004,27.0,63.0,0.9902,3.6,0.63,10.7,5
9.0,0.46,0.34,2.5,0.084,22.0,48.0,0.9977600000000001,3.28,0.72,10.1,7
7.2,0.34,0.31,2.5,0.096,41.0,62.0,0.99769,3.37,0.81,10.1,6
8.8,0.61,0.35,2.8,0.252,5.0,44.0,0.997,3.19,0.86,11.8,7
7.2,0.38,0.3,2.2,0.07,32.0,70.0,0.9952,3.32,0.74,11,6
6.9,0.57,0.1,2.2,0.044000000000000004,4.0,22.0,0.9935799999999999,3.36,0.6,12.2,6
8.8,0.25,0.34,1.7,0.084,5.0,12.0,0.9968,3.26,0.42,9.4,6
11.9,0.28,0.49,1.7,0.071,14.0,27.0,0.99684,3.01,0.67,10.6,7
6.5,0.705,0.09,1.6,0.091,19.0,48.0,0.99685,3.34,0.55,*,5
9.6,0.81,0.24,2.4,0.08800000000000001,5.0,14.0,0.9988,3.39,0.53,9.5,5
7.2,0.715,0.15,2.0,0.081,16.0,22.0,0.9967,3.38,0.56,10,5
7.6,0.67,0.19,1.8,0.085,17.0,61.0,0.99618,3.39,0.52,9.5,5
7.2,0.34,0.36,5.1,0.07,52.0,155.0,0.9966,3.32,0.8,10.3,5
6.0,0.45,0.11,1.8,0.049,17.0,66.0,0.9948,3.39,0.54,10.5,5
9.1,0.36,0.44,2.1,0.064,8.0,29.0,0.99572,3.2,0.7,11.3,7
7.8,0.46,0.26,1.6,0.07400000000000001,24.0,48.0,0.99656,3.15,0.53,9,5
6.5,0.51,0.03,1.2,0.08,22.0,51.0,0.9953,3.38,0.54,9.4,5
8.2,0.28,0.42,1.9,0.057999999999999996,16.0,20.0,0.9960399999999999,3.4,0.89,11.1,6
6.6,0.53,0.23,2.4,0.08,23.0,73.0,0.9953799999999999,3.62,0.62,10.4,6
11.2,0.23,0.47,1.5,0.059000000000000004,6.0,10.0,0.99664,3.12,0.64,11.6,7
7.1,0.5,0.01,2.1,0.076,17.0,29.0,0.99571,3.32,0.51,9.5,6
12.0,0.4,0.45,2.2,0.083,5.0,37.0,10.002,3.15,0.46,10,5
6.8,0.69,0.07,3.4,0.06,9.0,29.0,0.9959,3.48,0.53,10.3,5
6.9,0.35,0.26,1.7,0.078,19.0,69.0,0.9958,3.41,0.53,10.6,6
7.3,0.69,0.08,2.1,0.091,23.0,77.0,0.9958,3.34,0.67,10.4,6
7.1,0.69,0.02,2.1,0.075,19.0,87.0,0.9979,3.44,0.62,9.5,6
9.9,0.53,0.28,2.1,0.077,5.0,34.0,0.9977,3.19,0.56,9.6,5
8.3,0.59,0.34,2.5,0.079,41.0,53.0,0.9982,3.24,0.51,9.3,5
8.8,0.63,0.17,1.9,0.096,15.0,52.0,0.9964,3.14,0.54,9.4,5
6.4,0.865,0.0,2.4,0.077,18.0,33.0,0.9975,3.56,0.45,9.5,5
5.7,0.76,0.07,2.5,0.059000000000000004,36.0,108.0,0.9929100000000001,3.6,0.54,12.9,6
11.5,0.36,0.49,6.3,0.092,6.0,27.0,1.0,3.15,0.73,9.2,6
15.3,0.26,0.45,2.0,0.07400000000000001,6.0,10.0,0.99344,3.55,0.82,12.5,7
5.8,1.02,0.14,2.4,0.075,22.0,35.0,0.99356,3.72,0.67,11.8,6
7.1,0.49,0.22,2.1,0.078,13.0,21.0,0.9933799999999999,3.35,0.61,11.4,6
9.1,0.39,0.3,1.7,0.07400000000000001,18.0,25.0,0.9966,3.17,0.69,10.9,6
9.6,0.32,0.33,1.4,0.069,3.0,8.0,0.9957799999999999,3.14,0.58,10.5,6
6.8,0.31,0.36,8.2,0.07,15.0,69.0,0.9952700000000001,3.33,0.84,11.1,7
6.8,0.59,0.09,1.7,0.07,3.0,14.0,0.9945,3.24,0.58,10,6
10.6,1.03,0.63,2.4,0.079,6.0,19.0,0.998,3.05,0.58,10,5
10.3,0.26,0.48,1.9,0.09,10.0,26.0,0.9976,3.26,0.72,9.6,6
8.1,0.785,0.26,1.9,0.115,34.0,139.0,0.9982,3.16,0.62,9.1,5
7.9,0.38,0.26,2.0,0.073,13.0,49.0,0.9961200000000001,3.27,0.55,9.5,6
7.9,0.29,0.26,1.8,0.087,42.0,55.0,0.9964,3.35,0.9,9.5,6
8.4,0.49,0.43,6.85,0.071,31.0,78.0,0.998,3.36,0.71,11,5
7.7,0.73,0.02,1.4,0.098,16.0,85.0,0.99536,3.28,0.5,9.5,5
8.9,0.24,0.43,1.7,0.054000000000000006,12.0,25.0,0.9967,3.22,0.8,9.5,6
7.5,0.56,0.42,2.0,0.08,18.0,91.0,0.9942,3.23,0.62,11.1,6
7.8,0.56,0.09,2.2,0.124,4.0,9.0,0.9974,3.4,0.54,9.2,5
10.7,0.43,0.49,3.2,0.091,9.0,17.0,0.9986,3.33,0.59,10.5,5
8.0,0.595,0.1,1.4,0.068,7.0,15.0,0.99334,3.29,0.6,11.5,6
5.1,0.57,0.04,1.8,0.038,5.0,11.0,0.99282,3.7,0.63,12.8,6
8.4,0.61,0.27,2.1,0.086,22.0,53.0,0.9978,3.16,0.57,9.2,5
8.2,0.66,0.22,2.2,0.094,15.0,143.0,0.9963,3.13,0.54,9.8,5
11.1,0.31,0.44,2.7,0.084,10.0,41.0,0.9982,3.22,0.67,9.3,6
9.3,0.46,0.31,2.6,0.08900000000000001,16.0,46.0,0.9972,3.21,0.68,10.7,6
5.6,0.77,0.01,4.3,0.049,36.0,79.0,0.9902200000000001,3.67,0.63,11.4,5
8.8,0.54,0.25,1.7,0.08900000000000001,13.0,46.0,0.9964,3.29,0.57,9.8,5
9.7,0.42,0.45,2.4,0.073,23.0,88.0,0.998,3.38,0.75,10.6,5
6.4,0.67,0.03,1.8,0.091,12.0,21.0,0.99531,3.6,0.7,10.5,5
7.3,0.51,0.24,1.9,0.077,10.0,31.0,0.9972799999999999,3.49,0.67,9.5,5
7.2,0.645,0.07,1.9,0.078,13.0,86.0,0.99645,3.31,0.55,9,5
9.0,0.42,0.45,2.3,0.081,28.0,88.0,0.9981,3.38,0.67,9.5,5
5.9,0.19,0.4,1.7,0.040999999999999995,24.0,76.0,0.9919,3.42,0.64,*,6
8.3,0.725,0.05,2.8,0.091,6.0,15.0,0.99605,3.28,0.52,11,5
7.0,0.705,0.05,2.3,0.081,16.0,87.0,0.9965,3.57,0.5,9.7,5
5.9,0.57,0.01,7.0,0.059000000000000004,7.0,63.0,0.99477,3.68,0.78,12.1,7
8.2,0.32,0.34,2.7,0.076,14.0,52.0,0.99625,3.4,0.69,10.9,5
5.6,0.6,0.18,2.3,0.085,15.0,95.0,0.99787,3.6,0.63,9.2,5
7.4,0.49,0.1,2.7,0.062,35.0,73.0,0.9963,3.58,0.65,10.5,5
8.9,0.735,0.5,1.9,0.41100000000000003,12.0,61.0,0.9962200000000001,3.1,1.15,9.3,5
15.0,0.45,0.73,1.8,0.084,7.0,66.0,0.9909,3.26,0.85,*,8
10.7,0.43,0.47,3.0,0.038,16.0,49.0,0.9988,3.28,0.89,10,7
7.7,0.64,0.0,1.9,0.09699999999999999,12.0,39.0,0.9969,3.37,0.58,9.3,5
7.2,0.36,0.3,1.8,0.076,20.0,35.0,0.99464,3.5,0.44,10.1,7
7.4,0.67,0.18,1.6,0.076,11.0,39.0,0.9978,3.3,0.55,9.2,6
11.0,0.61,0.5,1.4,0.071,17.0,62.0,10.003,3.06,0.71,9,6
5.7,1.13,0.09,1.5,0.10099999999999999,7.0,16.0,0.9940000000000001,3.5,0.48,12.5,6
7.8,0.65,0.19,3.2,0.087,22.0,55.0,0.996,3.39,0.49,9.2,5
6.2,0.725,0.17,5.5,0.107,8.0,42.0,0.99845,3.69,0.89,11,5
6.8,0.6,0.0,1.9,0.08199999999999999,14.0,41.0,0.99555,3.32,0.53,9.5,5
7.8,0.64,0.26,5.5,0.084,5.0,17.0,0.99818,3.35,0.62,10.5,7
9.9,0.35,0.57,2.5,0.081,33.0,41.0,0.9962,3.2,0.82,12,7
9.2,0.75,0.09,1.8,0.075,18.0,41.0,0.99472,3.29,0.5,10.9,6
7.4,0.5,0.31,2.0,0.08900000000000001,25.0,98.0,0.9977,3.36,0.62,9.4,5
13.7,0.29,0.45,3.3,0.075,10.0,26.0,10.006,3.06,0.81,9.7,5
7.6,0.715,0.49,2.6,0.231,5.0,49.0,0.99726,3.42,0.86,11,3
8.5,0.27,0.36,2.2,0.068,12.0,28.0,0.9959,3.38,0.7,11.3,6
8.4,0.66,0.19,2.2,0.079,15.0,99.0,0.9968,3.16,0.57,9.1,5
7.8,0.53,0.01,2.0,0.079,17.0,52.0,0.99345,3.24,0.54,11.4,6
5.0,0.48,0.01,1.6,0.08,7.0,15.0,0.99424,3.6,0.64,11.2,4
10.4,0.49,0.73,4.4,0.102,6.0,14.0,0.99485,3.11,0.83,11.8,7
6.5,0.57,0.0,2.0,0.044000000000000004,17.0,37.0,0.9944,3.46,0.73,11.4,6
11.9,0.28,0.49,2.5,0.069,10.0,41.0,0.9988,3.23,0.66,11.3,6
5.7,0.48,0.0,1.7,0.044000000000000004,13.0,21.0,0.9919,3.34,0.84,11.2,6
6.7,0.42,0.24,1.6,0.047,26.0,88.0,0.9938600000000001,3.48,0.58,14,6
8.9,0.34,0.57,4.0,0.07400000000000001,15.0,10.0,0.9953799999999999,3.29,0.69,12.1,7
7.0,0.98,0.11,1.8,0.07,10.0,25.0,0.9953799999999999,3.3,0.6,10.1,5
8.2,0.76,0.0,3.2,0.083,11.0,58.0,10.002,3.51,0.44,9.4,5
6.8,0.68,0.29,1.8,0.077,11.0,68.0,0.9956,3.46,0.63,10.8,5
9.9,0.54,0.49,2.9,0.059000000000000004,30.0,76.0,0.9975,3.14,0.55,9.3,5
5.8,1.04,0.04,1.7,0.059000000000000004,16.0,81.0,0.9945,3.59,0.54,12.3,6
8.0,0.42,0.36,2.8,0.085,12.0,49.0,0.9974,3.36,0.77,10.2,7
8.8,0.47,0.58,1.9,0.40299999999999997,18.0,68.0,0.996,3.03,1.01,9.3,5
10.1,0.2,0.45,2.8,0.052000000000000005,5.0,19.0,0.996,3.17,0.77,11.9,6
7.8,0.46,0.3,1.7,0.07400000000000001,5.0,14.0,0.9972,3.41,0.64,9.4,6
8.9,0.74,0.22,2.4,0.08800000000000001,33.0,92.0,0.9960200000000001,3.23,0.63,10.6,6
8.4,0.65,0.1,2.0,0.096,13.0,34.0,0.99746,3.19,0.53,9.2,5
6.8,0.3,0.28,2.1,0.08199999999999999,11.0,76.0,0.99344,3.31,0.65,12.5,6
10.0,0.39,0.55,1.8,0.159,6.0,10.0,0.9972,3.17,0.75,10.8,6
